artifact,evidence_status,experiment,book,model,env_tag,host,backend,ctx,parallel,kv,arm,n,correct,accuracy_pct,validation,dirty,commit,elapsed_s,finished,endpoint,note
reasoning_arms__owarimonogatari3__qwen__qwen3-14b__local-llamacpp.json,supported_measurement,reasoning_arms,owarimonogatari3,qwen/qwen3-14b,local-llamacpp-hip,mitch-linux,llama.cpp-hip,16384,1,q8_0,because,162,77,47.5,ok,False,eff60648,12654.2,07-29 15:13,http://127.0.0.1:8090/v1,
reasoning_arms__owarimonogatari3__qwen__qwen3-14b__local-llamacpp.json,supported_measurement,reasoning_arms,owarimonogatari3,qwen/qwen3-14b,local-llamacpp-hip,mitch-linux,llama.cpp-hip,16384,1,q8_0,scaffold,162,63,38.9,ok,False,eff60648,12654.2,07-29 15:13,http://127.0.0.1:8090/v1,
reasoning_arms__owarimonogatari3__qwen__qwen3-14b__local-llamacpp.json,supported_measurement,reasoning_arms,owarimonogatari3,qwen/qwen3-14b,local-llamacpp-hip,mitch-linux,llama.cpp-hip,16384,1,q8_0,scaffold_thinking,162,70,43.2,ok,False,eff60648,12654.2,07-29 15:13,http://127.0.0.1:8090/v1,
reasoning_arms__owarimonogatari3__qwen__qwen3-14b__local-llamacpp.json,supported_measurement,reasoning_arms,owarimonogatari3,qwen/qwen3-14b,local-llamacpp-hip,mitch-linux,llama.cpp-hip,16384,1,q8_0,thinking,162,63,38.9,ok,False,eff60648,12654.2,07-29 15:13,http://127.0.0.1:8090/v1,
reasoning_arms__qwen__qwen3-14b.json,historical_only,reasoning_arms,mushoku16,qwen/qwen3-14b,local-lmstudio,mitch-linux,lmstudio,16384,1,f16?,baseline,139,55,39.6,ok,True,8df63fb5,5021.5,07-27 05:13,http://localhost:1234/v1,
reasoning_arms__qwen__qwen3-14b.json,historical_only,reasoning_arms,mushoku16,qwen/qwen3-14b,local-lmstudio,mitch-linux,lmstudio,16384,1,f16?,because,139,70,50.4,ok,True,8df63fb5,5021.5,07-27 05:13,http://localhost:1234/v1,
reasoning_arms__qwen__qwen3-14b.json,historical_only,reasoning_arms,mushoku16,qwen/qwen3-14b,local-lmstudio,mitch-linux,lmstudio,16384,1,f16?,scaffold,139,57,41.0,ok,True,8df63fb5,5021.5,07-27 05:13,http://localhost:1234/v1,
reasoning_arms__qwen__qwen3-14b.json,historical_only,reasoning_arms,mushoku16,qwen/qwen3-14b,local-lmstudio,mitch-linux,lmstudio,16384,1,f16?,scaffold_thinking,139,67,48.2,ok,True,8df63fb5,5021.5,07-27 05:13,http://localhost:1234/v1,
reasoning_arms__qwen__qwen3-14b.json,historical_only,reasoning_arms,mushoku16,qwen/qwen3-14b,local-lmstudio,mitch-linux,lmstudio,16384,1,f16?,thinking,139,58,41.7,ok,True,8df63fb5,5021.5,07-27 05:13,http://localhost:1234/v1,
reasoning_check__grimgar03__qwen__qwen3-14b__local-llamacpp.json,historical_only,reasoning_check,grimgar03,qwen/qwen3-14b,local-llamacpp-hip,mitch-linux,llama.cpp-hip,16384,1,q8_0,plain,396,230,58.1,ok,False,1c5f3b38,3748.4,07-28 22:55,http://127.0.0.1:8090/v1,
reasoning_check__grimgar03__qwen__qwen3-14b__local-llamacpp.json,historical_only,reasoning_check,grimgar03,qwen/qwen3-14b,local-llamacpp-hip,mitch-linux,llama.cpp-hip,16384,1,q8_0,reasoned,396,235,59.3,ok,False,1c5f3b38,3748.4,07-28 22:55,http://127.0.0.1:8090/v1,
reasoning_check__index18__qwen__qwen3-14b__local-llamacpp.json,supported_measurement,reasoning_check,index18,qwen/qwen3-14b,local-llamacpp-hip,mitch-linux,llama.cpp-hip,16384,1,q8_0,plain,99,62,62.6,ok,False,04a69e4c,1966.4,07-29 08:26,http://127.0.0.1:8090/v1,
reasoning_check__index18__qwen__qwen3-14b__local-llamacpp.json,supported_measurement,reasoning_check,index18,qwen/qwen3-14b,local-llamacpp-hip,mitch-linux,llama.cpp-hip,16384,1,q8_0,reasoned,99,58,58.6,ok,False,04a69e4c,1966.4,07-29 08:26,http://127.0.0.1:8090/v1,
reasoning_check__mushoku16__qwen__qwen3-14b__local-llamacpp.json,supported_measurement,reasoning_check,mushoku16,qwen/qwen3-14b,local-llamacpp-hip,mitch-linux,llama.cpp-hip,16384,1,q8_0,plain,139,71,51.1,ok,False,e0770a5e,1970.5,07-28 23:28,http://127.0.0.1:8090/v1,
reasoning_check__mushoku16__qwen__qwen3-14b__local-llamacpp.json,supported_measurement,reasoning_check,mushoku16,qwen/qwen3-14b,local-llamacpp-hip,mitch-linux,llama.cpp-hip,16384,1,q8_0,reasoned,139,67,48.2,ok,False,e0770a5e,1970.5,07-28 23:28,http://127.0.0.1:8090/v1,
reasoning_check__owarimonogatari3__qwen__qwen3-14b__local-llamacpp.json,supported_measurement,reasoning_check,owarimonogatari3,qwen/qwen3-14b,local-llamacpp-hip,mitch-linux,llama.cpp-hip,16384,1,q8_0,plain,162,66,40.7,ok,False,eff60648,2902.2,07-29 09:14,http://127.0.0.1:8090/v1,
reasoning_check__owarimonogatari3__qwen__qwen3-14b__local-llamacpp.json,supported_measurement,reasoning_check,owarimonogatari3,qwen/qwen3-14b,local-llamacpp-hip,mitch-linux,llama.cpp-hip,16384,1,q8_0,reasoned,162,67,41.4,ok,False,eff60648,2902.2,07-29 09:14,http://127.0.0.1:8090/v1,
reexamine__qwen__qwen3-14b.json,provisional,reexamine,mushoku16,qwen/qwen3-14b,local-lmstudio,mitch-linux,lmstudio,16384,1,f16?,baseline,139,69,49.6,ok,True,b1b783d6,2737.5,07-27 08:43,http://localhost:1234/v1,
reexamine__qwen__qwen3-14b.json,provisional,reexamine,mushoku16,qwen/qwen3-14b,local-lmstudio,mitch-linux,lmstudio,16384,1,f16?,narration,139,48,34.5,ok,True,b1b783d6,2737.5,07-27 08:43,http://localhost:1234/v1,
reexamine__qwen__qwen3-14b.json,provisional,reexamine,mushoku16,qwen/qwen3-14b,local-lmstudio,mitch-linux,lmstudio,16384,1,f16?,narrator,139,72,51.8,ok,True,b1b783d6,2737.5,07-27 08:43,http://localhost:1234/v1,
reexamine__qwen__qwen3-14b.json,provisional,reexamine,mushoku16,qwen/qwen3-14b,local-lmstudio,mitch-linux,lmstudio,16384,1,f16?,prose,139,66,47.5,ok,True,b1b783d6,2737.5,07-27 08:43,http://localhost:1234/v1,
reexamine__qwen__qwen3-14b.json,provisional,reexamine,mushoku16,qwen/qwen3-14b,local-lmstudio,mitch-linux,lmstudio,16384,1,f16?,voting,139,69,49.6,ok,True,b1b783d6,2737.5,07-27 08:43,http://localhost:1234/v1,
ref_clip_match.json,supported_structure,,,,,,,,,,,,,,,,,,,,NOT INDEXED: TTS provenance artifact; read its per-book/category summary directly
reference_intervention__husky_baritone_20s_m_anime.json,supported_structure,,,,,,,,,,,,,,,,,,,,NOT INDEXED: TTS provenance artifact; read its per-book/category summary directly
reference_intervention_sharp.json,supported_structure,,,,,,,,,,,,,,,,,,,,NOT INDEXED: TTS provenance artifact; read its per-book/category summary directly
residual_errors.json,exploratory,,,,,,,,,,,,,,,,,,,,NOT INDEXED: no 'rows' list - this table only represents per-arm attribution results
retrain_bad_refs.json,supported_structure,,,,,,,,,,,,,,,,,,,,NOT INDEXED: TTS provenance artifact; read its per-book/category summary directly
retrain_honest.json,supported_structure,,,,,,,,,,,,,,,,,,,,NOT INDEXED: TTS provenance artifact; read its per-book/category summary directly
retrain_rebuild_group.json,supported_structure,,,,,,,,,,,,,,,,,,,,NOT INDEXED: TTS provenance artifact; read its per-book/category summary directly
roster_quality__grimgar03__llama-3.3-70b__thunder-a6000-70b.json,exploratory,roster_quality,grimgar03,llama-3.3-70b,cloud-a6000-llamacpp-cuda,instance-lho3lk5l-main,llama.cpp-cuda on-instance,16384,1,q8_0,augmented,385,330,85.7,ok,False,,8051.1,07-30 03:34,http://127.0.0.1:8090/v1,
roster_quality__grimgar03__llama-3.3-70b__thunder-a6000-70b.json,exploratory,roster_quality,grimgar03,llama-3.3-70b,cloud-a6000-llamacpp-cuda,instance-lho3lk5l-main,llama.cpp-cuda on-instance,16384,1,q8_0,generated,385,327,84.9,ok,False,,8051.1,07-30 03:34,http://127.0.0.1:8090/v1,
roster_quality__grimgar03__llama-3.3-70b__thunder-a6000-70b.json,exploratory,roster_quality,grimgar03,llama-3.3-70b,cloud-a6000-llamacpp-cuda,instance-lho3lk5l-main,llama.cpp-cuda on-instance,16384,1,q8_0,gold,385,323,83.9,ok,False,,8051.1,07-30 03:34,http://127.0.0.1:8090/v1,
roster_quality__grimgar03__llama-3.3-70b__thunder-a6000-70b.json,exploratory,roster_quality,grimgar03,llama-3.3-70b,cloud-a6000-llamacpp-cuda,instance-lho3lk5l-main,llama.cpp-cuda on-instance,16384,1,q8_0,inflated,385,322,83.6,ok,False,,8051.1,07-30 03:34,http://127.0.0.1:8090/v1,
roster_quality__grimgar03__qwen__qwen3-14b__local-llamacpp.json,provisional,roster_quality,grimgar03,qwen/qwen3-14b,local-llamacpp-hip,mitch-linux,llama.cpp-hip,32768,1,q8_0,augmented,385,245,63.6,ok,True,eff60648,4837.9,07-29 18:12,http://127.0.0.1:8090/v1,
roster_quality__grimgar03__qwen__qwen3-14b__local-llamacpp.json,provisional,roster_quality,grimgar03,qwen/qwen3-14b,local-llamacpp-hip,mitch-linux,llama.cpp-hip,32768,1,q8_0,generated,385,230,59.7,ok,True,eff60648,4837.9,07-29 18:12,http://127.0.0.1:8090/v1,
roster_quality__grimgar03__qwen__qwen3-14b__local-llamacpp.json,provisional,roster_quality,grimgar03,qwen/qwen3-14b,local-llamacpp-hip,mitch-linux,llama.cpp-hip,32768,1,q8_0,gold,385,237,61.6,ok,True,eff60648,4837.9,07-29 18:12,http://127.0.0.1:8090/v1,
roster_quality__grimgar03__qwen__qwen3-14b__local-llamacpp.json,provisional,roster_quality,grimgar03,qwen/qwen3-14b,local-llamacpp-hip,mitch-linux,llama.cpp-hip,32768,1,q8_0,inflated,385,235,61.0,ok,True,eff60648,4837.9,07-29 18:12,http://127.0.0.1:8090/v1,
roster_quality__index18__llama-3.3-70b__thunder-a6000-70b.json,exploratory,roster_quality,index18,llama-3.3-70b,cloud-a6000-llamacpp-cuda,instance-lho3lk5l-main,llama.cpp-cuda on-instance,16384,1,q8_0,augmented,92,73,79.3,ok,False,,7535.3,07-30 18:18,http://127.0.0.1:8090/v1,
roster_quality__index18__llama-3.3-70b__thunder-a6000-70b.json,exploratory,roster_quality,index18,llama-3.3-70b,cloud-a6000-llamacpp-cuda,instance-lho3lk5l-main,llama.cpp-cuda on-instance,16384,1,q8_0,generated,92,74,80.4,ok,False,,7535.3,07-30 18:18,http://127.0.0.1:8090/v1,
roster_quality__index18__llama-3.3-70b__thunder-a6000-70b.json,exploratory,roster_quality,index18,llama-3.3-70b,cloud-a6000-llamacpp-cuda,instance-lho3lk5l-main,llama.cpp-cuda on-instance,16384,1,q8_0,gold,92,76,82.6,ok,False,,7535.3,07-30 18:18,http://127.0.0.1:8090/v1,
roster_quality__index18__llama-3.3-70b__thunder-a6000-70b.json,exploratory,roster_quality,index18,llama-3.3-70b,cloud-a6000-llamacpp-cuda,instance-lho3lk5l-main,llama.cpp-cuda on-instance,16384,1,q8_0,inflated,92,73,79.3,ok,False,,7535.3,07-30 18:18,http://127.0.0.1:8090/v1,
roster_quality__index18__qwen__qwen3-14b__local-llamacpp.json,provisional,roster_quality,index18,qwen/qwen3-14b,local-llamacpp-hip,mitch-linux,llama.cpp-hip,32768,1,q8_0,augmented,92,66,71.7,ok,True,fe025a5f,2056.7,07-29 19:33,http://127.0.0.1:8090/v1,
roster_quality__index18__qwen__qwen3-14b__local-llamacpp.json,provisional,roster_quality,index18,qwen/qwen3-14b,local-llamacpp-hip,mitch-linux,llama.cpp-hip,32768,1,q8_0,generated,92,62,67.4,ok,True,fe025a5f,2056.7,07-29 19:33,http://127.0.0.1:8090/v1,
roster_quality__index18__qwen__qwen3-14b__local-llamacpp.json,provisional,roster_quality,index18,qwen/qwen3-14b,local-llamacpp-hip,mitch-linux,llama.cpp-hip,32768,1,q8_0,gold,92,64,69.6,ok,True,fe025a5f,2056.7,07-29 19:33,http://127.0.0.1:8090/v1,
roster_quality__index18__qwen__qwen3-14b__local-llamacpp.json,provisional,roster_quality,index18,qwen/qwen3-14b,local-llamacpp-hip,mitch-linux,llama.cpp-hip,32768,1,q8_0,inflated,92,61,66.3,ok,True,fe025a5f,2056.7,07-29 19:33,http://127.0.0.1:8090/v1,
roster_quality__mushoku16__llama-3.3-70b__thunder-a6000-70b.json,exploratory,roster_quality,mushoku16,llama-3.3-70b,cloud-a6000-llamacpp-cuda,instance-lho3lk5l-main,llama.cpp-cuda on-instance,16384,1,q8_0,augmented,133,92,69.2,ok,False,,4930.5,07-30 04:56,http://127.0.0.1:8090/v1,
roster_quality__mushoku16__llama-3.3-70b__thunder-a6000-70b.json,exploratory,roster_quality,mushoku16,llama-3.3-70b,cloud-a6000-llamacpp-cuda,instance-lho3lk5l-main,llama.cpp-cuda on-instance,16384,1,q8_0,generated,133,92,69.2,ok,False,,4930.5,07-30 04:56,http://127.0.0.1:8090/v1,
roster_quality__mushoku16__llama-3.3-70b__thunder-a6000-70b.json,exploratory,roster_quality,mushoku16,llama-3.3-70b,cloud-a6000-llamacpp-cuda,instance-lho3lk5l-main,llama.cpp-cuda on-instance,16384,1,q8_0,gold,133,93,69.9,ok,False,,4930.5,07-30 04:56,http://127.0.0.1:8090/v1,
roster_quality__mushoku16__llama-3.3-70b__thunder-a6000-70b.json,exploratory,roster_quality,mushoku16,llama-3.3-70b,cloud-a6000-llamacpp-cuda,instance-lho3lk5l-main,llama.cpp-cuda on-instance,16384,1,q8_0,inflated,133,91,68.4,ok,False,,4930.5,07-30 04:56,http://127.0.0.1:8090/v1,
roster_quality__mushoku16__qwen__qwen3-14b__local-llamacpp.json,provisional,roster_quality,mushoku16,qwen/qwen3-14b,local-llamacpp-hip,mitch-linux,llama.cpp-hip,32768,1,q8_0,augmented,133,69,51.9,ok,True,fe025a5f,2800.3,07-29 18:58,http://127.0.0.1:8090/v1,
roster_quality__mushoku16__qwen__qwen3-14b__local-llamacpp.json,provisional,roster_quality,mushoku16,qwen/qwen3-14b,local-llamacpp-hip,mitch-linux,llama.cpp-hip,32768,1,q8_0,generated,133,65,48.9,ok,True,fe025a5f,2800.3,07-29 18:58,http://127.0.0.1:8090/v1,
roster_quality__mushoku16__qwen__qwen3-14b__local-llamacpp.json,provisional,roster_quality,mushoku16,qwen/qwen3-14b,local-llamacpp-hip,mitch-linux,llama.cpp-hip,32768,1,q8_0,gold,133,65,48.9,ok,True,fe025a5f,2800.3,07-29 18:58,http://127.0.0.1:8090/v1,
roster_quality__mushoku16__qwen__qwen3-14b__local-llamacpp.json,provisional,roster_quality,mushoku16,qwen/qwen3-14b,local-llamacpp-hip,mitch-linux,llama.cpp-hip,32768,1,q8_0,inflated,133,64,48.1,ok,True,fe025a5f,2800.3,07-29 18:58,http://127.0.0.1:8090/v1,
roster_quality__owarimonogatari3__qwen__qwen3-14b__local-llamacpp.json,provisional,roster_quality,owarimonogatari3,qwen/qwen3-14b,local-llamacpp-hip,mitch-linux,llama.cpp-hip,32768,1,q8_0,augmented,162,73,45.1,ok,True,fe025a5f,7321.2,07-29 21:35,http://127.0.0.1:8090/v1,
roster_quality__owarimonogatari3__qwen__qwen3-14b__local-llamacpp.json,provisional,roster_quality,owarimonogatari3,qwen/qwen3-14b,local-llamacpp-hip,mitch-linux,llama.cpp-hip,32768,1,q8_0,generated,162,66,40.7,ok,True,fe025a5f,7321.2,07-29 21:35,http://127.0.0.1:8090/v1,
roster_quality__owarimonogatari3__qwen__qwen3-14b__local-llamacpp.json,provisional,roster_quality,owarimonogatari3,qwen/qwen3-14b,local-llamacpp-hip,mitch-linux,llama.cpp-hip,32768,1,q8_0,gold,162,69,42.6,ok,True,fe025a5f,7321.2,07-29 21:35,http://127.0.0.1:8090/v1,
roster_quality__owarimonogatari3__qwen__qwen3-14b__local-llamacpp.json,provisional,roster_quality,owarimonogatari3,qwen/qwen3-14b,local-llamacpp-hip,mitch-linux,llama.cpp-hip,32768,1,q8_0,inflated,162,50,30.9,ok,True,fe025a5f,7321.2,07-29 21:35,http://127.0.0.1:8090/v1,
roster_warmup.json,exploratory,roster_warmup,mushoku16,qwen3.5-9b-uncensored-hauhaucs-aggressive,local-lmstudio,mitch-linux,lmstudio,32768,1,f16?,incremental,139,38,27.3,ok,False,af6ded1d,1039.6,07-26 17:51,http://localhost:1234/v1,
roster_warmup.json,exploratory,roster_warmup,mushoku16,qwen3.5-9b-uncensored-hauhaucs-aggressive,local-lmstudio,mitch-linux,lmstudio,32768,1,f16?,oracle,139,49,35.3,ok,False,af6ded1d,1039.6,07-26 17:51,http://localhost:1234/v1,
roster_warmup.json,exploratory,roster_warmup,mushoku16,qwen3.5-9b-uncensored-hauhaucs-aggressive,local-lmstudio,mitch-linux,lmstudio,32768,1,f16?,warm,139,45,32.4,ok,False,af6ded1d,1039.6,07-26 17:51,http://localhost:1234/v1,
roster_warmup__ministral-3-14b-instruct-2512.json,supported_measurement,roster_warmup,mushoku16,ministral-3-14b-instruct-2512,local-lmstudio,mitch-linux,lmstudio,16384,1,f16?,incremental,139,57,41.0,ok,False,beb2400a,8408.8,07-26 23:01,http://localhost:1234/v1,
roster_warmup__ministral-3-14b-instruct-2512.json,supported_measurement,roster_warmup,mushoku16,ministral-3-14b-instruct-2512,local-lmstudio,mitch-linux,lmstudio,16384,1,f16?,oracle,139,65,46.8,ok,False,beb2400a,8408.8,07-26 23:01,http://localhost:1234/v1,
roster_warmup__ministral-3-14b-instruct-2512.json,supported_measurement,roster_warmup,mushoku16,ministral-3-14b-instruct-2512,local-lmstudio,mitch-linux,lmstudio,16384,1,f16?,warm,139,62,44.6,ok,False,beb2400a,8408.8,07-26 23:01,http://localhost:1234/v1,
run_lengths.json,exploratory,,,,,,,,,,,,,,,,,,,,NOT INDEXED: no 'rows' list - this table only represents per-arm attribution results
scale_vs_register.json,exploratory,,,,,,,,,,,,,,,,,,,,NOT INDEXED: no 'rows' list - this table only represents per-arm attribution results
scene_aware_casting.json,exploratory,,,,,,,,,,,,,,,,,,,,NOT INDEXED: no 'rows' list - this table only represents per-arm attribution results
scene_cast__grimgar03__llama-3.3-70b__thunder-a6000-70b.json,exploratory,scene_cast,grimgar03,llama-3.3-70b,cloud-a6000-llamacpp-cuda,instance-lho3lk5l-main,llama.cpp-cuda on-instance,16384,1,q8_0,full,385,330,85.7,ok,False,,6197.0,07-30 10:35,http://127.0.0.1:8090/v1,
scene_cast__grimgar03__llama-3.3-70b__thunder-a6000-70b.json,exploratory,scene_cast,grimgar03,llama-3.3-70b,cloud-a6000-llamacpp-cuda,instance-lho3lk5l-main,llama.cpp-cuda on-instance,16384,1,q8_0,scene,385,327,84.9,ok,False,,6197.0,07-30 10:35,http://127.0.0.1:8090/v1,
scene_cast__grimgar03__llama-3.3-70b__thunder-a6000-70b.json,exploratory,scene_cast,grimgar03,llama-3.3-70b,cloud-a6000-llamacpp-cuda,instance-lho3lk5l-main,llama.cpp-cuda on-instance,16384,1,q8_0,scene+2,385,334,86.8,ok,False,,6197.0,07-30 10:35,http://127.0.0.1:8090/v1,
scene_cast__grimgar03__qwen__qwen3-14b__local-llamacpp-look1.json,provisional,scene_cast,grimgar03,qwen/qwen3-14b,local-llamacpp-hip,mitch-linux,llama.cpp-hip,32768,1,q8_0,full,385,245,63.6,ok,True,fe025a5f,2178.2,07-30 02:36,http://127.0.0.1:8090/v1,
scene_cast__grimgar03__qwen__qwen3-14b__local-llamacpp-look1.json,provisional,scene_cast,grimgar03,qwen/qwen3-14b,local-llamacpp-hip,mitch-linux,llama.cpp-hip,32768,1,q8_0,scene,385,254,66.0,ok,True,fe025a5f,2178.2,07-30 02:36,http://127.0.0.1:8090/v1,
scene_cast__grimgar03__qwen__qwen3-14b__local-llamacpp-look1.json,provisional,scene_cast,grimgar03,qwen/qwen3-14b,local-llamacpp-hip,mitch-linux,llama.cpp-hip,32768,1,q8_0,scene+2,385,252,65.5,ok,True,fe025a5f,2178.2,07-30 02:36,http://127.0.0.1:8090/v1,
scene_cast__grimgar03__qwen__qwen3-14b__local-llamacpp-look6.json,provisional,scene_cast,grimgar03,qwen/qwen3-14b,local-llamacpp-hip,mitch-linux,llama.cpp-hip,32768,1,q8_0,full,385,245,63.6,ok,True,fe025a5f,2284.5,07-30 03:14,http://127.0.0.1:8090/v1,
scene_cast__grimgar03__qwen__qwen3-14b__local-llamacpp-look6.json,provisional,scene_cast,grimgar03,qwen/qwen3-14b,local-llamacpp-hip,mitch-linux,llama.cpp-hip,32768,1,q8_0,scene,385,240,62.3,ok,True,fe025a5f,2284.5,07-30 03:14,http://127.0.0.1:8090/v1,
scene_cast__grimgar03__qwen__qwen3-14b__local-llamacpp-look6.json,provisional,scene_cast,grimgar03,qwen/qwen3-14b,local-llamacpp-hip,mitch-linux,llama.cpp-hip,32768,1,q8_0,scene+2,385,243,63.1,ok,True,fe025a5f,2284.5,07-30 03:14,http://127.0.0.1:8090/v1,
scene_cast__grimgar03__qwen__qwen3-14b__local-llamacpp.json,provisional,scene_cast,grimgar03,qwen/qwen3-14b,local-llamacpp-hip,mitch-linux,llama.cpp-hip,32768,1,q8_0,full,385,254,66.0,ok,True,fe025a5f,2094.8,07-30 00:04,http://127.0.0.1:8090/v1,
scene_cast__grimgar03__qwen__qwen3-14b__local-llamacpp.json,provisional,scene_cast,grimgar03,qwen/qwen3-14b,local-llamacpp-hip,mitch-linux,llama.cpp-hip,32768,1,q8_0,scene,385,243,63.1,ok,True,fe025a5f,2094.8,07-30 00:04,http://127.0.0.1:8090/v1,
scene_cast__grimgar03__qwen__qwen3-14b__local-llamacpp.json,provisional,scene_cast,grimgar03,qwen/qwen3-14b,local-llamacpp-hip,mitch-linux,llama.cpp-hip,32768,1,q8_0,scene+2,385,245,63.6,ok,True,fe025a5f,2094.8,07-30 00:04,http://127.0.0.1:8090/v1,
scene_cast__index18__llama-3.3-70b__thunder-a6000-70b.json,exploratory,scene_cast,index18,llama-3.3-70b,cloud-a6000-llamacpp-cuda,instance-lho3lk5l-main,llama.cpp-cuda on-instance,16384,1,q8_0,full,92,75,81.5,ok,False,,5653.6,07-30 13:16,http://127.0.0.1:8090/v1,
scene_cast__index18__llama-3.3-70b__thunder-a6000-70b.json,exploratory,scene_cast,index18,llama-3.3-70b,cloud-a6000-llamacpp-cuda,instance-lho3lk5l-main,llama.cpp-cuda on-instance,16384,1,q8_0,scene,92,74,80.4,ok,False,,5653.6,07-30 13:16,http://127.0.0.1:8090/v1,
scene_cast__index18__llama-3.3-70b__thunder-a6000-70b.json,exploratory,scene_cast,index18,llama-3.3-70b,cloud-a6000-llamacpp-cuda,instance-lho3lk5l-main,llama.cpp-cuda on-instance,16384,1,q8_0,scene+2,92,74,80.4,ok,False,,5653.6,07-30 13:16,http://127.0.0.1:8090/v1,
scene_cast__index18__qwen__qwen3-14b__local-llamacpp.json,provisional,scene_cast,index18,qwen/qwen3-14b,local-llamacpp-hip,mitch-linux,llama.cpp-hip,32768,1,q8_0,full,92,66,71.7,ok,True,fe025a5f,1518.9,07-30 00:58,http://127.0.0.1:8090/v1,
scene_cast__index18__qwen__qwen3-14b__local-llamacpp.json,provisional,scene_cast,index18,qwen/qwen3-14b,local-llamacpp-hip,mitch-linux,llama.cpp-hip,32768,1,q8_0,scene,92,63,68.5,ok,True,fe025a5f,1518.9,07-30 00:58,http://127.0.0.1:8090/v1,
scene_cast__index18__qwen__qwen3-14b__local-llamacpp.json,provisional,scene_cast,index18,qwen/qwen3-14b,local-llamacpp-hip,mitch-linux,llama.cpp-hip,32768,1,q8_0,scene+2,92,63,68.5,ok,True,fe025a5f,1518.9,07-30 00:58,http://127.0.0.1:8090/v1,
scene_cast__mushoku16__llama-3.3-70b__thunder-a6000-70b.json,exploratory,scene_cast,mushoku16,llama-3.3-70b,cloud-a6000-llamacpp-cuda,instance-lho3lk5l-main,llama.cpp-cuda on-instance,16384,1,q8_0,full,133,92,69.2,ok,False,,4011.9,07-30 11:42,http://127.0.0.1:8090/v1,
scene_cast__mushoku16__llama-3.3-70b__thunder-a6000-70b.json,exploratory,scene_cast,mushoku16,llama-3.3-70b,cloud-a6000-llamacpp-cuda,instance-lho3lk5l-main,llama.cpp-cuda on-instance,16384,1,q8_0,scene,133,83,62.4,ok,False,,4011.9,07-30 11:42,http://127.0.0.1:8090/v1,
scene_cast__mushoku16__llama-3.3-70b__thunder-a6000-70b.json,exploratory,scene_cast,mushoku16,llama-3.3-70b,cloud-a6000-llamacpp-cuda,instance-lho3lk5l-main,llama.cpp-cuda on-instance,16384,1,q8_0,scene+2,133,94,70.7,ok,False,,4011.9,07-30 11:42,http://127.0.0.1:8090/v1,
scene_cast__mushoku16__qwen__qwen3-14b__local-llamacpp-look6.json,provisional,scene_cast,mushoku16,qwen/qwen3-14b,local-llamacpp-hip,mitch-linux,llama.cpp-hip,32768,1,q8_0,full,133,69,51.9,ok,True,fe025a5f,1690.7,07-30 03:42,http://127.0.0.1:8090/v1,
scene_cast__mushoku16__qwen__qwen3-14b__local-llamacpp-look6.json,provisional,scene_cast,mushoku16,qwen/qwen3-14b,local-llamacpp-hip,mitch-linux,llama.cpp-hip,32768,1,q8_0,scene,133,69,51.9,ok,True,fe025a5f,1690.7,07-30 03:42,http://127.0.0.1:8090/v1,
scene_cast__mushoku16__qwen__qwen3-14b__local-llamacpp-look6.json,provisional,scene_cast,mushoku16,qwen/qwen3-14b,local-llamacpp-hip,mitch-linux,llama.cpp-hip,32768,1,q8_0,scene+2,133,70,52.6,ok,True,fe025a5f,1690.7,07-30 03:42,http://127.0.0.1:8090/v1,
scene_cast__mushoku16__qwen__qwen3-14b__local-llamacpp.json,provisional,scene_cast,mushoku16,qwen/qwen3-14b,local-llamacpp-hip,mitch-linux,llama.cpp-hip,32768,1,q8_0,full,133,69,51.9,ok,True,fe025a5f,1714.3,07-30 00:32,http://127.0.0.1:8090/v1,
scene_cast__mushoku16__qwen__qwen3-14b__local-llamacpp.json,provisional,scene_cast,mushoku16,qwen/qwen3-14b,local-llamacpp-hip,mitch-linux,llama.cpp-hip,32768,1,q8_0,scene,133,70,52.6,ok,True,fe025a5f,1714.3,07-30 00:32,http://127.0.0.1:8090/v1,
scene_cast__mushoku16__qwen__qwen3-14b__local-llamacpp.json,provisional,scene_cast,mushoku16,qwen/qwen3-14b,local-llamacpp-hip,mitch-linux,llama.cpp-hip,32768,1,q8_0,scene+2,133,69,51.9,ok,True,fe025a5f,1714.3,07-30 00:32,http://127.0.0.1:8090/v1,
scene_cast__owarimonogatari3__llama-3.3-70b__thunder-a6000-70b.json,exploratory,scene_cast,owarimonogatari3,llama-3.3-70b,cloud-a6000-llamacpp-cuda,instance-lho3lk5l-main,llama.cpp-cuda on-instance,16384,1,q8_0,full,162,104,64.2,ok,False,,7587.4,07-30 15:23,http://127.0.0.1:8090/v1,
scene_cast__owarimonogatari3__llama-3.3-70b__thunder-a6000-70b.json,exploratory,scene_cast,owarimonogatari3,llama-3.3-70b,cloud-a6000-llamacpp-cuda,instance-lho3lk5l-main,llama.cpp-cuda on-instance,16384,1,q8_0,scene,162,89,54.9,ok,False,,7587.4,07-30 15:23,http://127.0.0.1:8090/v1,
scene_cast__owarimonogatari3__llama-3.3-70b__thunder-a6000-70b.json,exploratory,scene_cast,owarimonogatari3,llama-3.3-70b,cloud-a6000-llamacpp-cuda,instance-lho3lk5l-main,llama.cpp-cuda on-instance,16384,1,q8_0,scene+2,162,101,62.3,ok,False,,7587.4,07-30 15:23,http://127.0.0.1:8090/v1,
